日期,辐照度_0,风速_0,风向_0,温度_0,湿度_0,气压_0,辐照度_1,风速_1,风向_1,温度_1,湿度_1,气压_1,辐照度_2,风速_2,风向_2,温度_2,湿度_2,气压_2,辐照度_3,风速_3,风向_3,温度_3,湿度_3,气压_3,辐照度_4,风速_4,风向_4,温度_4,湿度_4,气压_4,辐照度_5,风速_5,风向_5,温度_5,湿度_5,气压_5,辐照度_6,风速_6,风向_6,温度_6,湿度_6,气压_6,辐照度_7,风速_7,风向_7,温度_7,湿度_7,气压_7,belong,电场实际太阳辐射指数
569.0,0.0,3.5,87.0,10.1,79.0,69500.0,0.0,3.1,83.0,8.3,80.0,69500.0,274.0,1.3,67.0,11.1,67.0,69600.0,816.0,2.1,113.0,15.5,53.0,69500.0,987.0,3.1,94.0,19.4,37.0,69200.0,609.0,3.1,107.0,21.1,28.0,68900.0,77.0,6.4,114.0,19.2,41.0,68900.0,0.0,4.6,68.0,15.7,48.0,69100.0,0,1.0
570.0,0.0,3.8,57.0,12.3,58.0,69100.0,0.0,2.4,36.0,11.6,60.0,69000.0,69.0,3.2,275.0,11.9,67.0,69200.0,261.0,4.6,263.0,13.8,62.0,69400.0,337.0,4.0,340.0,14.3,58.0,69300.0,253.0,2.1,14.0,14.2,56.0,69300.0,45.0,1.1,139.0,13.6,61.0,69400.0,0.0,1.4,231.0,10.4,80.0,69500.0,0,1.0
571.0,0.0,2.0,279.0,9.2,87.0,69500.0,0.0,3.2,279.0,8.8,85.0,69500.0,163.0,2.8,255.0,10.4,75.0,69500.0,632.0,0.9,180.0,14.6,55.0,69500.0,869.0,3.2,108.0,17.6,42.0,69300.0,560.0,4.9,81.0,19.1,38.0,69100.0,66.0,4.9,59.0,16.8,48.0,69200.0,0.0,5.4,25.0,14.1,57.0,69400.0,0,0.545266244459405
572.0,0.0,4.3,303.0,10.8,80.0,69500.0,0.0,4.2,277.0,10.1,81.0,69500.0,86.0,2.0,300.0,10.5,78.0,69600.0,260.0,0.6,219.0,11.4,72.0,69800.0,375.0,2.5,268.0,12.1,64.0,69700.0,297.0,0.7,297.0,12.8,62.0,69500.0,49.0,1.5,180.0,12.0,72.0,69500.0,0.0,1.1,265.0,9.5,85.0,69600.0,0,0.41098777522456803
573.0,0.0,1.8,357.0,9.6,83.0,69400.0,0.0,0.9,36.0,7.9,84.0,69400.0,246.0,0.9,270.0,10.9,67.0,69400.0,739.0,1.5,298.0,14.9,56.0,69300.0,804.0,4.8,348.0,16.4,50.0,69000.0,489.0,1.6,4.0,17.8,41.0,68900.0,74.0,0.1,0.0,15.3,54.0,69000.0,0.0,1.7,59.0,11.4,73.0,69100.0,0,0.651246759944068
574.0,0.0,1.4,17.0,9.5,82.0,69000.0,0.0,0.7,344.0,7.8,82.0,69000.0,274.0,2.1,299.0,11.5,67.0,69100.0,798.0,0.2,333.0,16.3,51.0,69100.0,873.0,4.1,350.0,19.6,34.0,68900.0,547.0,3.1,306.0,20.4,29.0,68700.0,83.0,2.4,48.0,18.8,37.0,68800.0,0.0,5.4,92.0,13.8,55.0,69000.0,0,0.42119959789369005
575.0,0.0,4.4,85.0,10.9,68.0,69100.0,0.0,3.3,90.0,9.6,69.0,69100.0,257.0,2.1,95.0,11.8,61.0,69300.0,820.0,2.8,117.0,16.3,46.0,69200.0,978.0,3.3,115.0,20.4,35.0,68900.0,580.0,5.1,91.0,21.3,32.0,68800.0,75.0,7.0,94.0,18.5,44.0,69000.0,0.0,6.0,82.0,14.7,60.0,69300.0,0,0.252761806330697
576.0,0.0,4.0,89.0,11.6,69.0,69200.0,0.0,2.8,73.0,10.0,69.0,69200.0,265.0,2.1,76.0,12.8,60.0,69300.0,742.0,3.7,104.0,16.8,46.0,69300.0,865.0,3.9,87.0,19.5,38.0,69100.0,578.0,4.2,114.0,20.7,34.0,68900.0,83.0,8.6,108.0,17.0,49.0,69100.0,0.0,6.4,99.0,13.4,61.0,69500.0,0,0.40119469392768703
577.0,0.0,5.6,97.0,11.8,56.0,69400.0,0.0,4.1,90.0,10.3,56.0,69400.0,201.0,4.1,91.0,11.5,44.0,69500.0,576.0,4.4,99.0,14.8,34.0,69500.0,561.0,3.4,100.0,17.2,31.0,69300.0,348.0,4.4,90.0,17.9,32.0,69200.0,60.0,6.7,118.0,15.8,44.0,69300.0,0.0,6.2,97.0,12.4,56.0,69500.0,0,1.0
578.0,0.0,4.0,87.0,10.4,64.0,69500.0,0.0,3.6,90.0,8.7,61.0,69500.0,249.0,2.2,90.0,11.7,44.0,69600.0,775.0,1.1,117.0,15.7,36.0,69500.0,863.0,2.4,107.0,19.6,29.0,69200.0,531.0,4.1,119.0,20.7,25.0,69000.0,84.0,4.8,114.0,19.2,30.0,69100.0,0.0,4.4,201.0,15.5,51.0,69400.0,0,0.785615184072707
579.0,0.0,2.7,68.0,12.5,59.0,69300.0,0.0,2.3,108.0,11.1,58.0,69400.0,271.0,0.9,144.0,12.9,50.0,69500.0,809.0,1.8,112.0,17.7,39.0,69400.0,849.0,1.4,73.0,21.7,29.0,69100.0,494.0,3.1,36.0,19.9,36.0,69100.0,75.0,3.6,108.0,18.8,39.0,69100.0,0.0,3.7,110.0,15.7,55.0,69300.0,0,0.643010294790144
580.0,0.0,3.2,77.0,13.4,60.0,69200.0,0.0,2.5,85.0,11.7,65.0,69200.0,266.0,1.4,335.0,13.9,56.0,69300.0,780.0,2.3,75.0,18.5,43.0,69300.0,876.0,0.2,117.0,21.0,36.0,69100.0,527.0,4.0,7.0,21.4,26.0,69000.0,72.0,5.7,64.0,18.0,45.0,69200.0,0.0,4.5,58.0,14.6,60.0,69400.0,0,1.0
581.0,0.0,1.9,39.0,12.0,73.0,69300.0,0.0,3.3,321.0,10.8,78.0,69400.0,233.0,2.6,281.0,13.1,67.0,69500.0,718.0,1.4,8.0,17.3,45.0,69500.0,882.0,2.4,312.0,20.4,35.0,69300.0,516.0,2.1,113.0,19.3,40.0,69100.0,65.0,4.0,81.0,17.7,45.0,69200.0,0.0,4.2,90.0,14.6,61.0,69300.0,0,0.5751158880826689
582.0,0.0,1.9,3.0,11.4,76.0,69400.0,0.0,2.1,41.0,10.3,76.0,69300.0,248.0,1.7,283.0,12.8,66.0,69400.0,794.0,0.6,135.0,16.9,49.0,69300.0,959.0,2.2,93.0,20.2,40.0,69000.0,590.0,6.1,68.0,20.4,40.0,68800.0,82.0,5.4,97.0,18.5,45.0,68800.0,0.0,4.9,91.0,15.1,59.0,69100.0,0,0.6082161268367879
583.0,0.0,2.0,53.0,12.0,67.0,69200.0,0.0,1.8,81.0,11.1,64.0,69100.0,264.0,0.4,0.0,13.2,57.0,69200.0,805.0,2.0,114.0,17.9,40.0,69100.0,966.0,3.8,90.0,21.5,30.0,68900.0,644.0,4.9,90.0,22.5,27.0,68700.0,91.0,7.0,109.0,20.3,35.0,68800.0,0.0,5.4,74.0,16.2,48.0,69000.0,0,0.648763413498194
584.0,0.0,4.4,93.0,13.6,55.0,69000.0,0.0,2.2,90.0,12.1,62.0,68900.0,268.0,1.7,107.0,14.2,50.0,69000.0,834.0,3.5,106.0,19.3,34.0,68900.0,1005.0,4.8,97.0,23.7,24.0,68700.0,635.0,7.6,97.0,24.4,25.0,68500.0,90.0,8.2,100.0,21.7,33.0,68600.0,0.0,5.6,79.0,17.6,43.0,68700.0,0,0.7641810237060429
585.0,0.0,4.3,90.0,15.8,46.0,68700.0,0.0,2.9,106.0,14.5,49.0,68700.0,120.0,2.7,80.0,15.8,46.0,68900.0,342.0,2.7,306.0,18.0,39.0,69000.0,328.0,7.3,299.0,17.4,49.0,69100.0,225.0,3.4,291.0,16.2,60.0,69200.0,38.0,3.2,106.0,15.0,60.0,69300.0,0.0,3.3,97.0,13.8,70.0,69500.0,0,1.0
586.0,0.0,1.6,162.0,12.5,82.0,69500.0,0.0,1.7,111.0,12.2,83.0,69500.0,174.0,1.7,90.0,12.8,74.0,69500.0,641.0,1.1,63.0,16.2,57.0,69500.0,866.0,1.9,74.0,18.8,47.0,69200.0,600.0,3.4,109.0,20.4,43.0,69000.0,77.0,6.3,105.0,17.6,59.0,69000.0,0.0,5.0,85.0,14.0,70.0,69300.0,0,1.0
587.0,0.0,4.3,87.0,12.6,70.0,69300.0,0.0,4.0,86.0,11.5,70.0,69200.0,205.0,3.7,88.0,13.1,61.0,69300.0,721.0,5.2,101.0,17.8,47.0,69200.0,759.0,6.0,106.0,21.2,38.0,68900.0,337.0,5.9,105.0,20.2,43.0,68700.0,31.0,4.5,115.0,16.2,65.0,68900.0,0.0,2.2,13.0,14.4,77.0,69100.0,0,0.729051920037625
588.0,0.0,0.9,54.0,13.6,76.0,69100.0,0.0,0.5,79.0,11.9,79.0,69100.0,195.0,4.5,282.0,13.5,63.0,69300.0,679.0,6.8,301.0,18.5,40.0,69200.0,912.0,7.4,336.0,20.8,34.0,69100.0,611.0,5.5,351.0,21.3,30.0,69000.0,85.0,4.3,13.0,19.2,37.0,69200.0,0.0,5.0,93.0,14.1,58.0,69400.0,0,0.8828573763576558
589.0,0.0,4.1,91.0,11.7,84.0,69400.0,0.0,3.4,90.0,10.0,84.0,69400.0,251.0,1.3,99.0,12.0,72.0,69500.0,797.0,2.0,117.0,16.9,52.0,69400.0,971.0,3.3,101.0,21.6,33.0,69100.0,527.0,3.7,106.0,23.5,26.0,68900.0,62.0,6.8,111.0,21.5,30.0,69000.0,0.0,5.3,90.0,17.4,44.0,69200.0,0,0.473372267904883
590.0,0.0,2.9,90.0,14.7,53.0,69200.0,0.0,2.7,68.0,13.2,53.0,69300.0,168.0,1.7,33.0,15.2,47.0,69400.0,663.0,2.0,127.0,19.5,34.0,69400.0,791.0,3.9,125.0,22.8,23.0,69300.0,485.0,6.0,108.0,22.9,20.0,69300.0,80.0,7.8,104.0,21.0,23.0,69300.0,0.0,5.9,112.0,16.4,41.0,69500.0,0,0.811033641737131
591.0,0.0,4.8,230.0,16.5,34.0,69400.0,0.0,5.7,297.0,14.9,42.0,69500.0,73.0,5.0,353.0,14.1,55.0,69600.0,267.0,0.6,171.0,14.2,54.0,69800.0,389.0,4.2,97.0,14.6,51.0,69800.0,242.0,4.2,90.0,14.8,55.0,69700.0,33.0,3.8,105.0,14.3,58.0,69800.0,0.0,1.5,82.0,12.6,71.0,70000.0,0,1.0
592.0,0.0,3.3,301.0,8.8,86.0,70000.0,0.0,3.7,286.0,7.1,86.0,70000.0,262.0,3.0,279.0,10.4,66.0,70100.0,820.0,0.3,252.0,16.4,42.0,70000.0,1018.0,1.8,99.0,20.7,27.0,69700.0,661.0,3.2,141.0,22.3,20.0,69500.0,90.0,4.2,91.0,20.1,29.0,69500.0,0.0,2.5,69.0,15.7,43.0,69700.0,0,1.0
593.0,0.0,3.8,302.0,11.4,72.0,69700.0,0.0,2.2,270.0,9.5,72.0,69700.0,256.0,3.5,268.0,12.9,55.0,69800.0,823.0,0.6,231.0,18.6,37.0,69800.0,954.0,0.7,0.0,22.5,30.0,69500.0,580.0,4.2,91.0,21.1,32.0,69400.0,85.0,5.8,117.0,18.6,45.0,69500.0,0.0,1.8,99.0,15.4,58.0,69600.0,0,0.644627555657202
594.0,0.0,1.6,320.0,11.6,63.0,69500.0,0.0,0.7,117.0,10.5,62.0,69600.0,253.0,0.8,240.0,13.6,51.0,69700.0,823.0,1.1,158.0,19.1,35.0,69600.0,926.0,2.3,121.0,23.0,28.0,69300.0,553.0,2.1,28.0,22.1,28.0,69200.0,79.0,1.2,76.0,20.9,37.0,69200.0,0.0,1.7,90.0,17.3,42.0,69400.0,0,0.613181156443619
595.0,0.0,2.4,92.0,15.1,43.0,69300.0,0.0,1.8,117.0,13.0,51.0,69300.0,260.0,0.6,129.0,14.7,41.0,69300.0,837.0,1.9,122.0,20.5,30.0,69300.0,1033.0,3.8,110.0,25.1,19.0,69000.0,650.0,4.8,106.0,26.1,18.0,68800.0,87.0,6.6,108.0,24.4,20.0,68900.0,0.0,2.9,98.0,19.5,32.0,69000.0,0,0.532341764954976
596.0,0.0,2.0,90.0,17.0,34.0,69000.0,0.0,1.2,114.0,13.9,40.0,69000.0,246.0,1.9,309.0,15.7,36.0,69100.0,776.0,0.2,117.0,22.2,28.0,69100.0,914.0,3.3,63.0,26.3,17.0,69000.0,566.0,5.1,50.0,27.6,15.0,68800.0,73.0,7.7,33.0,24.6,24.0,68900.0,0.0,8.1,34.0,19.8,39.0,69100.0,0,0.524264184885996
597.0,0.0,3.8,298.0,16.8,43.0,69000.0,0.0,2.4,343.0,13.9,56.0,69100.0,238.0,1.2,355.0,16.2,44.0,69200.0,794.0,2.5,113.0,22.6,27.0,69200.0,921.0,3.8,108.0,26.7,16.0,69000.0,559.0,6.4,75.0,26.1,19.0,69000.0,77.0,6.8,78.0,24.0,26.0,69100.0,0.0,6.0,53.0,19.8,36.0,69300.0,0,0.45640805323711403
598.0,0.0,3.4,90.0,18.1,36.0,69200.0,0.0,2.9,100.0,14.5,46.0,69200.0,236.0,2.3,140.0,16.8,39.0,69300.0,777.0,3.7,116.0,22.7,26.0,69300.0,930.0,6.3,91.0,26.8,18.0,69100.0,545.0,6.9,77.0,27.0,21.0,69000.0,64.0,5.9,82.0,24.6,26.0,69100.0,0.0,5.1,89.0,21.1,34.0,69400.0,0,0.6284694389623261
599.0,0.0,5.7,90.0,17.8,45.0,69300.0,0.0,4.6,90.0,15.2,53.0,69300.0,237.0,2.4,105.0,16.9,45.0,69400.0,776.0,3.8,108.0,22.0,33.0,69400.0,947.0,3.7,92.0,25.8,24.0,69200.0,612.0,5.2,91.0,27.1,21.0,69000.0,80.0,6.9,92.0,24.5,26.0,69100.0,0.0,7.3,91.0,20.3,39.0,69300.0,0,0.43136686435219196
600.0,0.0,4.8,103.0,17.3,47.0,69200.0,0.0,2.1,101.0,14.9,53.0,69200.0,241.0,1.7,130.0,16.4,44.0,69300.0,812.0,2.1,119.0,21.8,30.0,69300.0,1009.0,2.6,92.0,26.6,19.0,69100.0,631.0,3.5,112.0,28.3,16.0,68900.0,80.0,7.8,75.0,26.1,24.0,69000.0,0.0,6.4,93.0,21.9,33.0,69200.0,0,0.5194177337809001
601.0,0.0,4.6,99.0,18.7,43.0,69200.0,0.0,2.7,86.0,15.6,50.0,69200.0,236.0,1.0,143.0,17.9,40.0,69300.0,792.0,3.4,107.0,23.5,27.0,69300.0,965.0,3.8,97.0,27.8,18.0,69100.0,615.0,5.5,118.0,29.2,16.0,68900.0,74.0,7.7,70.0,26.5,24.0,69000.0,0.0,5.4,85.0,22.2,32.0,69200.0,0,0.575155374844917
602.0,0.0,4.2,123.0,19.1,37.0,69200.0,0.0,4.3,108.0,16.5,46.0,69100.0,231.0,2.2,117.0,18.1,40.0,69200.0,792.0,4.0,112.0,24.0,28.0,69100.0,986.0,4.4,101.0,29.1,17.0,68900.0,610.0,6.0,97.0,30.5,15.0,68700.0,70.0,8.7,79.0,27.2,24.0,68800.0,0.0,7.3,75.0,23.2,36.0,69000.0,0,0.6446267739674499
603.0,0.0,5.0,110.0,20.6,44.0,69100.0,0.0,4.5,108.0,18.3,50.0,69000.0,226.0,5.3,109.0,19.7,45.0,69100.0,766.0,7.0,97.0,24.7,33.0,69100.0,896.0,8.4,98.0,28.6,26.0,68900.0,514.0,10.5,103.0,28.2,26.0,68700.0,61.0,11.0,91.0,25.2,36.0,68900.0,0.0,9.3,97.0,22.0,46.0,69100.0,0,0.383134329532739
604.0,0.0,6.6,117.0,19.0,61.0,69100.0,0.0,6.5,119.0,17.2,68.0,69100.0,224.0,5.2,113.0,17.9,58.0,69200.0,784.0,4.6,110.0,22.9,40.0,69100.0,963.0,5.4,103.0,28.3,25.0,69000.0,590.0,9.5,103.0,29.1,23.0,68800.0,70.0,12.2,89.0,25.6,33.0,68900.0,0.0,9.2,94.0,22.5,40.0,69200.0,0,0.480510946716904
605.0,0.0,5.7,109.0,20.3,49.0,69200.0,0.0,6.5,108.0,17.8,59.0,69200.0,222.0,5.2,106.0,18.2,58.0,69300.0,759.0,3.8,107.0,23.3,40.0,69300.0,888.0,5.1,99.0,27.9,29.0,69100.0,522.0,9.9,98.0,27.9,27.0,68900.0,55.0,11.3,88.0,24.2,41.0,69000.0,0.0,8.9,91.0,20.4,54.0,69200.0,0,0.757204586492746
606.0,0.0,7.0,110.0,18.4,63.0,69200.0,0.0,6.2,117.0,16.2,75.0,69200.0,212.0,5.1,103.0,17.1,66.0,69300.0,712.0,4.0,111.0,22.1,45.0,69200.0,830.0,4.9,98.0,25.8,35.0,69000.0,505.0,8.3,101.0,26.9,30.0,68800.0,55.0,9.4,87.0,23.3,45.0,68900.0,0.0,8.2,91.0,19.8,59.0,69100.0,0,1.0
607.0,0.0,5.3,102.0,17.6,73.0,69100.0,0.0,5.3,111.0,15.7,78.0,69100.0,196.0,3.7,99.0,16.0,69.0,69200.0,697.0,3.3,106.0,20.5,48.0,69100.0,850.0,3.9,102.0,24.5,36.0,68800.0,496.0,6.1,90.0,24.6,36.0,68700.0,54.0,7.6,100.0,22.2,42.0,68800.0,0.0,6.1,91.0,19.0,57.0,69000.0,0,1.0
608.0,0.0,6.3,112.0,15.9,71.0,68900.0,0.0,4.6,105.0,14.3,78.0,68900.0,208.0,2.5,97.0,15.8,65.0,69000.0,725.0,0.8,76.0,20.2,48.0,69000.0,835.0,2.9,31.0,23.7,40.0,68800.0,450.0,1.4,8.0,24.4,39.0,68700.0,42.0,5.2,32.0,21.0,52.0,68800.0,0.0,5.9,63.0,19.5,58.0,68900.0,0,0.5444217075833161
609.0,0.0,4.3,71.0,16.7,69.0,68900.0,0.0,5.0,90.0,15.1,75.0,68900.0,210.0,4.8,97.0,16.4,66.0,69000.0,719.0,3.2,116.0,20.6,49.0,69000.0,782.0,1.8,109.0,24.5,41.0,68800.0,376.0,3.5,29.0,20.5,58.0,68800.0,32.0,1.5,74.0,17.7,77.0,69000.0,0.0,3.0,62.0,16.2,84.0,69300.0,0,0.614770678399554
610.0,0.0,3.3,95.0,15.4,84.0,69200.0,0.0,1.5,53.0,14.5,87.0,69200.0,62.0,3.2,268.0,14.8,80.0,69300.0,287.0,3.1,303.0,16.2,66.0,69400.0,514.0,1.9,357.0,18.8,56.0,69300.0,302.0,2.0,75.0,18.3,62.0,69300.0,28.0,4.0,111.0,15.7,79.0,69500.0,0.0,4.0,102.0,14.7,84.0,69600.0,0,0.575296264370222
611.0,0.0,2.3,113.0,12.7,87.0,69700.0,0.0,0.9,198.0,12.1,90.0,69700.0,97.0,2.2,246.0,12.8,83.0,69800.0,532.0,1.9,174.0,16.5,65.0,69800.0,832.0,2.0,120.0,19.4,54.0,69600.0,562.0,0.9,139.0,21.4,46.0,69400.0,60.0,1.9,93.0,18.9,67.0,69500.0,0.0,3.1,79.0,15.4,72.0,69700.0,0,0.968825183697196
612.0,0.0,3.3,88.0,13.9,69.0,69600.0,0.0,3.0,88.0,12.4,75.0,69700.0,214.0,0.6,90.0,14.1,72.0,69800.0,767.0,1.4,120.0,18.6,53.0,69800.0,884.0,1.4,124.0,22.0,43.0,69500.0,479.0,2.6,37.0,20.4,51.0,69400.0,51.0,2.9,65.0,19.2,60.0,69400.0,0.0,3.4,67.0,15.4,71.0,69500.0,0,0.934141945381035
613.0,0.0,3.5,85.0,13.7,77.0,69400.0,0.0,3.0,78.0,12.1,78.0,69400.0,208.0,1.1,90.0,14.7,66.0,69500.0,754.0,1.1,105.0,18.9,54.0,69400.0,903.0,0.2,90.0,21.9,45.0,69100.0,537.0,1.7,87.0,22.7,40.0,68900.0,57.0,6.5,106.0,20.1,53.0,68900.0,0.0,4.6,90.0,16.2,69.0,69000.0,0,0.8300989141899091
614.0,0.0,5.4,100.0,14.5,73.0,69000.0,0.0,4.7,94.0,13.3,70.0,68900.0,208.0,4.4,104.0,15.5,61.0,68900.0,745.0,4.9,104.0,20.2,47.0,68800.0,862.0,5.4,95.0,23.8,38.0,68600.0,401.0,4.1,93.0,23.9,40.0,68600.0,27.0,7.9,317.0,17.8,69.0,68900.0,0.0,7.5,291.0,14.9,78.0,69200.0,0,0.942511712761064
615.0,0.0,9.7,292.0,13.9,81.0,69200.0,0.0,9.8,286.0,12.9,82.0,69200.0,49.0,6.3,280.0,13.0,80.0,69400.0,264.0,2.4,215.0,14.0,73.0,69500.0,516.0,1.2,180.0,16.5,63.0,69400.0,401.0,3.6,122.0,17.2,62.0,69200.0,41.0,4.2,94.0,16.1,72.0,69300.0,0.0,3.6,99.0,12.8,90.0,69500.0,0,1.0
616.0,0.0,2.5,79.0,11.7,88.0,69400.0,0.0,0.6,31.0,10.5,91.0,69400.0,191.0,1.2,270.0,12.4,81.0,69500.0,742.0,0.4,270.0,17.3,55.0,69400.0,992.0,0.8,263.0,21.3,32.0,69100.0,625.0,1.4,90.0,22.5,28.0,68900.0,52.0,2.1,155.0,19.2,52.0,68900.0,0.0,2.8,80.0,15.6,52.0,69000.0,0,1.0
617.0,0.0,4.6,88.0,13.5,66.0,69000.0,0.0,4.7,90.0,11.9,71.0,69000.0,204.0,2.4,90.0,14.1,62.0,69200.0,755.0,2.0,93.0,18.3,50.0,69100.0,943.0,1.3,113.0,22.1,39.0,68800.0,576.0,4.1,110.0,22.6,39.0,68700.0,47.0,7.6,101.0,19.4,58.0,68800.0,0.0,6.5,103.0,16.0,74.0,69000.0,0,0.8037091896119051
618.0,0.0,5.2,91.0,13.2,86.0,69100.0,0.0,3.0,99.0,12.4,84.0,69100.0,193.0,1.0,354.0,13.6,78.0,69300.0,737.0,0.9,90.0,18.3,59.0,69300.0,954.0,1.5,106.0,22.2,41.0,69100.0,593.0,1.7,77.0,24.0,32.0,68800.0,51.0,7.2,106.0,20.7,50.0,69000.0,0.0,7.3,92.0,16.9,68.0,69100.0,0,0.44263777217613304
619.0,0.0,5.5,102.0,14.7,77.0,69100.0,0.0,4.5,95.0,13.3,80.0,69100.0,194.0,2.7,96.0,15.1,70.0,69200.0,742.0,2.3,103.0,19.7,54.0,69300.0,913.0,3.6,100.0,24.0,43.0,69100.0,510.0,7.3,112.0,23.9,41.0,69000.0,44.0,7.1,104.0,20.9,59.0,69200.0,0.0,6.7,98.0,18.1,70.0,69300.0,0,0.6204999363968671
620.0,0.0,4.8,101.0,15.5,86.0,69300.0,0.0,4.8,107.0,14.5,91.0,69300.0,96.0,3.3,110.0,15.1,88.0,69300.0,342.0,1.7,144.0,16.9,76.0,69300.0,524.0,4.0,312.0,20.8,57.0,69100.0,290.0,6.7,38.0,18.6,64.0,69100.0,7.0,6.4,25.0,16.0,69.0,69400.0,0.0,4.6,44.0,14.9,71.0,69600.0,0,1.0
621.0,0.0,2.3,135.0,13.9,85.0,69500.0,0.0,2.3,137.0,13.4,85.0,69500.0,71.0,3.1,142.0,13.8,82.0,69600.0,315.0,2.4,88.0,14.6,74.0,69700.0,550.0,2.5,99.0,16.4,67.0,69500.0,450.0,3.8,105.0,16.7,70.0,69400.0,42.0,4.6,91.0,14.3,83.0,69500.0,0.0,2.2,90.0,12.2,88.0,69700.0,0,0.9297630953566041
622.0,0.0,3.8,73.0,11.1,86.0,69600.0,0.0,0.8,30.0,9.5,88.0,69700.0,184.0,1.3,309.0,11.5,80.0,69800.0,698.0,0.3,162.0,15.7,61.0,69800.0,901.0,1.8,315.0,19.4,42.0,69400.0,579.0,5.6,327.0,21.8,28.0,69200.0,47.0,2.4,88.0,17.0,53.0,69200.0,0.0,6.7,78.0,13.8,60.0,69500.0,0,0.6261199389678339
623.0,0.0,4.7,55.0,10.4,76.0,69600.0,0.0,3.3,333.0,8.6,83.0,69600.0,195.0,3.8,287.0,10.9,74.0,69800.0,725.0,1.3,299.0,15.6,55.0,69700.0,900.0,1.2,336.0,18.6,42.0,69400.0,570.0,2.5,143.0,19.7,37.0,69100.0,28.0,4.5,119.0,16.6,55.0,69100.0,0.0,3.2,90.0,13.9,58.0,69300.0,0,0.16963859046835697
624.0,0.0,2.4,68.0,10.5,64.0,69200.0,0.0,2.8,90.0,9.8,65.0,69100.0,187.0,2.4,105.0,11.7,60.0,69200.0,716.0,3.0,99.0,16.5,45.0,69200.0,916.0,4.5,94.0,20.8,32.0,68800.0,504.0,5.0,103.0,21.6,29.0,68700.0,19.0,6.5,80.0,17.9,47.0,68800.0,0.0,4.5,89.0,15.0,57.0,69100.0,0,0.33542079277767
625.0,0.0,4.1,90.0,14.2,58.0,69100.0,0.0,4.7,91.0,11.8,74.0,69200.0,66.0,3.3,52.0,11.2,72.0,69400.0,297.0,1.5,110.0,11.6,70.0,69500.0,516.0,3.4,107.0,13.9,64.0,69400.0,410.0,4.5,122.0,14.4,60.0,69200.0,22.0,4.4,95.0,13.5,66.0,69300.0,0.0,4.7,96.0,11.2,72.0,69400.0,0,1.0
626.0,0.0,3.3,90.0,8.5,88.0,69300.0,0.0,1.9,84.0,7.5,87.0,69300.0,170.0,2.1,287.0,9.1,80.0,69400.0,677.0,0.7,196.0,14.8,57.0,69400.0,894.0,1.1,146.0,18.2,48.0,69100.0,543.0,2.5,74.0,19.5,42.0,68900.0,23.0,3.1,96.0,16.6,61.0,69000.0,0.0,4.0,94.0,12.4,74.0,69300.0,0,0.444915161393413
627.0,0.0,4.1,87.0,11.0,76.0,69300.0,0.0,4.1,83.0,9.8,78.0,69300.0,190.0,2.2,108.0,11.8,67.0,69400.0,767.0,2.2,108.0,16.7,50.0,69400.0,972.0,2.7,107.0,21.2,34.0,69200.0,593.0,4.8,88.0,23.3,27.0,69000.0,24.0,7.2,109.0,19.5,43.0,69100.0,0.0,4.8,88.0,15.0,53.0,69300.0,0,0.7582107632958249
628.0,0.0,6.4,104.0,12.9,62.0,69400.0,0.0,5.2,106.0,11.0,68.0,69300.0,180.0,3.5,103.0,13.0,57.0,69400.0,721.0,2.4,95.0,17.9,45.0,69400.0,860.0,1.3,77.0,21.6,36.0,69200.0,458.0,5.6,52.0,23.2,36.0,69000.0,16.0,6.5,81.0,20.1,51.0,69200.0,0.0,4.1,77.0,16.6,63.0,69400.0,0,0.6298747670651861
629.0,0.0,2.1,82.0,15.2,69.0,69400.0,0.0,2.1,55.0,13.4,74.0,69300.0,144.0,1.6,75.0,14.9,66.0,69500.0,644.0,3.0,113.0,18.7,47.0,69400.0,879.0,2.7,96.0,22.4,38.0,69200.0,534.0,5.0,91.0,24.4,33.0,69000.0,20.0,8.8,102.0,21.2,45.0,69100.0,0.0,6.6,97.0,17.9,55.0,69200.0,0,0.223614444020309
630.0,0.0,6.4,97.0,16.5,58.0,69300.0,0.0,5.2,102.0,14.4,62.0,69100.0,177.0,4.4,106.0,15.6,57.0,69200.0,733.0,4.0,104.0,21.0,41.0,69100.0,861.0,3.2,97.0,25.4,32.0,68900.0,391.0,5.9,93.0,25.8,30.0,68700.0,10.0,7.2,82.0,21.8,48.0,68900.0,0.0,6.0,78.0,19.0,58.0,69000.0,0,0.792138093142003
631.0,0.0,4.8,96.0,17.2,57.0,69000.0,0.0,3.4,92.0,15.2,62.0,68900.0,139.0,2.7,77.0,16.2,57.0,69000.0,592.0,3.3,88.0,20.1,47.0,69100.0,708.0,3.5,92.0,23.4,40.0,68800.0,362.0,7.1,90.0,23.4,42.0,68700.0,12.0,8.3,100.0,20.3,55.0,68900.0,0.0,3.7,96.0,16.8,73.0,69100.0,0,0.5221915589369871
632.0,0.0,4.6,101.0,15.9,71.0,69000.0,0.0,4.0,90.0,15.1,74.0,69000.0,74.0,4.0,97.0,15.6,72.0,69100.0,387.0,4.2,107.0,17.8,61.0,69100.0,641.0,3.8,95.0,22.3,45.0,68900.0,362.0,5.8,63.0,22.7,48.0,68800.0,12.0,5.8,79.0,19.8,61.0,69000.0,0.0,4.3,90.0,17.9,69.0,69100.0,0,0.559069901891411
